"","SubID","TrialOrder","cost_one","LargeReward","cost_two","SmallReward","Decision"
"623",305,131,0.8,2,0,0.87,1
"624",305,132,0.95,4,0,2.75,1
"625",305,133,0.8,4,0,3.12,0
"626",305,134,0.65,3,0,3,1
"627",305,135,0.8,4,0,2.08,1
"628",305,136,0.95,2,0,0.3,0
"629",305,137,0.95,2,0,0.24,1
"630",305,138,0.5,2,0,1.46,1
"631",305,139,0.65,3,0,3,0
"632",305,140,0.65,3,0,3,1
"633",305,141,0.95,4,0,1.37,1
"634",305,142,0.8,3,0,1.34,1
"635",305,143,0.95,3,0,1.88,1
"636",305,144,0.65,2,0,2,1
"637",305,145,0.65,4,0,4,0
"638",305,146,0.65,4,0,2.38,1
"639",305,147,0.8,2,0,1.74,0
"640",305,148,0.5,4,0,1.78,1
"641",305,149,0.65,3,0,1.79,1
"642",305,150,0.95,3,0,1.25,0
"643",305,151,0.65,2,0,2,0
"644",305,152,0.65,4,0,3.57,0
"645",305,153,0.5,2,0,2,1
"646",305,154,0.5,4,0,4,1
"647",305,155,0.5,3,0,2.01,1
"648",305,156,0.8,4,0,4,0
"649",305,157,0.8,3,0,2.01,0
"650",305,158,0.5,4,0,3.56,1
"651",305,159,0.65,2,0,1.79,0
"652",305,160,0.5,2,0,1.94,1
"653",305,161,0.8,3,0,3,0
"654",305,162,0.5,3,0,3,1
"655",305,163,0.8,2,0,2,0
"656",305,164,0.8,4,0,4,0
"657",305,165,0.5,4,0,4,1
"658",305,166,0.95,3,0,2.51,0
"659",305,167,0.8,4,0,4,0
"660",305,168,0.95,4,0,2.06,0
"661",306,1,0.8,4,0,3.57,0
"662",306,2,0.5,4,0,4,0
"663",306,3,0.5,4,0,2.38,1
"664",306,4,0.5,3,0,1.79,1
"665",306,5,0.65,2,0,1.94,0
"666",306,6,0.65,3,0,3,0
"667",306,7,0.8,3,0,3,0
"668",306,9,0.5,2,0,1.79,1
"669",306,10,0.8,4,0,4,0
"670",306,11,0.5,4,0,4,0
"671",306,12,0.95,4,0,4,0
"672",306,13,0.95,3,0,1.33,1
"673",306,14,0.8,3,0,1.76,1
